tr|A0B5T7|A0B5T7_METTP,EC:3.6.1.54/0.0000,EC:2.3.1.265/0.0000
tr|A0B5W5|A0B5W5_METTP,EC:1.2.7.4/0.9367
tr|A0B5Z1|A0B5Z1_METTP,EC:1.5.3.22/0.0001
tr|A0B6R9|A0B6R9_METTP,EC:2.7.13.3/0.0005,EC:4.2.3.55/0.0004
tr|A0B6Z3|A0B6Z3_METTP,EC:1.15.1.1/0.0148
tr|A0B7F1|A0B7F1_METTP,EC:1.4.3.2/0.0000
tr|A0B7J1|A0B7J1_METTP,EC:2.1.1.86/0.0000
tr|A0B7J2|A0B7J2_METTP,EC:2.1.1.86/0.0000,EC:3.2.1.22/0.0000
tr|A0B7N6|A0B7N6_METTP,EC:1.1.98.7/0.0000
tr|A0B7T7|A0B7T7_METTP,EC:1.8.98.6/0.0000
tr|A0B7Z8|A0B7Z8_METTP,EC:1.14.19.47/0.0000,EC:1.14.19.38/0.0000,EC:3.4.21.32/0.0000,EC:7.2.2.13/0.0000,EC:7.2.1.2/0.0000
tr|A0B8F2|A0B8F2_METTP,EC:6.2.1.1/0.9877
tr|A0B8W6|A0B8W6_METTP,EC:3.4.25.1/0.8646
sp|A0B9K2|AATA_METTP,EC:7.1.2.2/0.9934,EC:7.2.2.1/0.9927
tr|A0B9U3|A0B9U3_METTP,EC:3.2.2.22/0.0278
tr|A0LE81|A0LE81_SYNFM,EC:1.2.5.3/0.0017
tr|A0LE82|A0LE82_SYNFM,EC:1.17.1.9/0.5472
tr|A0LE87|A0LE87_SYNFM,EC:1.17.2.3/0.9910
tr|A0LE88|A0LE88_SYNFM,EC:1.97.1.9/0.8915
sp|A0LEC9|ENO_SYNFM,EC:4.2.1.11/0.9987
sp|A0LEH2|CH601_SYNFM,EC:5.6.1.7/0.9988
tr|A0LEV9|A0LEV9_SYNFM,EC:3.6.4.10/0.8905
tr|A0LEY5|A0LEY5_SYNFM,EC:1.1.1.176/0.0000
tr|A0LF13|A0LF13_SYNFM,EC:3.4.24.21/0.0000,EC:4.2.1.139/0.0000
tr|A0LF20|A0LF20_SYNFM,EC:4.2.1.154/0.0056
tr|A0LF38|A0LF38_SYNFM,EC:1.6.5.2/0.0000
tr|A0LFF3|A0LFF3_SYNFM,EC:5.1.99.1/0.5871
tr|A0LFF5|A0LFF5_SYNFM,EC:2.7.2.3/0.0007
tr|A0LFF6|A0LFF6_SYNFM,EC:5.4.99.2/0.1269
tr|A0LFF9|A0LFF9_SYNFM,EC:2.1.3.1/0.2527
tr|A0LFH3|A0LFH3_SYNFM,EC:2.1.1.86/0.0032,EC:1.5.98.1/0.0021
tr|A0LFJ0|A0LFJ0_SYNFM,EC:3.2.1.155/0.0000
tr|A0LFV7|A0LFV7_SYNFM,EC:1.8.5.5/0.0029
tr|A0LFX1|A0LFX1_SYNFM,EC:2.7.13.3/0.0001
tr|A0LG79|A0LG79_SYNFM,EC:5.2.1.8/0.0014
tr|A0LGH9|A0LGH9_SYNFM,EC:1.1.1.1/0.0000
tr|A0LGK7|A0LGK7_SYNFM,EC:1.1.1.1/0.0001
tr|A0LH28|A0LH28_SYNFM,EC:3.6.4.10/0.5961
tr|A0LH39|A0LH39_SYNFM,EC:1.2.1.58/0.0002
tr|A0LH40|A0LH40_SYNFM,EC:1.8.99.2/0.9965
tr|A0LHL1|A0LHL1_SYNFM,EC:5.3.1.32/0.0003
tr|A0LHL3|A0LHL3_SYNFM,EC:6.4.1.3/0.0923
tr|A0LHS6|A0LHS6_SYNFM,EC:1.8.7.3/0.7451
tr|A0LHS7|A0LHS7_SYNFM,EC:1.8.7.3/0.0034
sp|A0LI20|RISB_SYNFM,EC:2.5.1.78/0.9968
tr|A0LI60|A0LI60_SYNFM,EC:3.1.11.6/0.0000
